id,phrase,partofspeech,category
16436,logistics procedures,phrase,jobngram
16437,logist procedur,phrase,jobngram
16438,shipping documents,phrase,jobngram
16439,ship document,phrase,jobngram
16440,check incoming pick tickets,phrase,jobngram
16441,check incom pick ticket,phrase,jobngram
16442,loading docks,phrase,jobngram
16443,load dock,phrase,jobngram
16444,completed orders,phrase,jobngram
16445,complet order,phrase,jobngram
16446,pallets jacks,phrase,jobngram
16447,rf devices,phrase,jobngram
16448,rf devic,phrase,jobngram
16449,expected deliveries,phrase,jobngram
16450,expect deliveri,phrase,jobngram
16451,incoming trucks,phrase,jobngram
16452,incom truck,phrase,jobngram
16453,returning unsatisfactory shipments,phrase,jobngram
16454,return unsatisfactori shipment,phrase,jobngram
16455,receiving replacements,phrase,jobngram
16456,receiv replac,phrase,jobngram
16457,ensure invoices,phrase,jobngram
16458,ensur invoic,phrase,jobngram
16459,operating forklifts,phrase,jobngram
16460,oper forklift,phrase,jobngram
16461,recording abilities,phrase,jobngram
16462,record abil,phrase,jobngram
16463,optimize and coordinate full order cycle,phrase,jobngram
16464,optim and coordin full order cycl,phrase,jobngram
16465,arising problems,phrase,jobngram
16466,aris problem,phrase,jobngram
16467,train warehouse workforce,phrase,jobngram
16468,train warehous workforc,phrase,jobngram
16469,analyze data,phrase,jobngram
16470,assess performance,phrase,jobngram
16471,assess perform,phrase,jobngram
16472,successful distribution,phrase,jobngram
16473,success distribut,phrase,jobngram
16474,logistics management,phrase,jobngram
16475,logist manag,phrase,jobngram
16476,standard logistics,phrase,jobngram
16477,standard logist,phrase,jobngram
16478,finished goods,phrase,jobngram
16479,finish good,phrase,jobngram
16480,manufacturing plants,phrase,jobngram
16481,manufactur plant,phrase,jobngram
16482,perform preventative maintenance,phrase,jobngram
16483,meet delivery schedules,phrase,jobngram
16484,meet deliveri schedul,phrase,jobngram
16485,driving and retain fuel,phrase,jobngram
16486,drive and retain fuel,phrase,jobngram
16487,truck driving rules,phrase,jobngram
16488,truck drive rule,phrase,jobngram
16489,parking and break periods,phrase,jobngram
16490,park and break period,phrase,jobngram
16491,loading or unloading positions,phrase,jobngram
16492,load or unload posit,phrase,jobngram
16493,verify delivery instructions,phrase,jobngram
16494,verifi deliveri instruct,phrase,jobngram
16495,avl units,phrase,jobngram
16496,avl unit,phrase,jobngram
16497,long hours,phrase,jobngram
16498,long hour,phrase,jobngram
16499,applicable truck,phrase,jobngram
16500,applic truck,phrase,jobngram
16501,driving rules,phrase,jobngram
16502,drive rule,phrase,jobngram
16503,recent moving,phrase,jobngram
16504,recent move,phrase,jobngram
16505,driving violations,phrase,jobngram
16506,drive violat,phrase,jobngram
16507,unexpected situations,phrase,jobngram
16508,unexpect situat,phrase,jobngram
16509,weather conditions,phrase,jobngram
16510,weather condit,phrase,jobngram
16511,drug checks,phrase,jobngram
16512,drug check,phrase,jobngram
16513,school diploma,phrase,jobngram
16514,valid truck,phrase,jobngram
16515,establish a culture,phrase,jobngram
16516,establish a cultur,phrase,jobngram
16517,assess risk,phrase,jobngram
16518,inspecting employees,phrase,jobngram
16519,inspect employe,phrase,jobngram
16520,observe possible unsafe conditions,phrase,jobngram
16521,observ possibl unsaf condit,phrase,jobngram
16522,handle s compensation claims,phrase,jobngram
16523,handl s compens claim,phrase,jobngram
16524,recommend solutions,phrase,jobngram
16525,legal health,phrase,jobngram
16526,relevant policies,phrase,jobngram
16527,relev polici,phrase,jobngram
16528,risk assessment,phrase,jobngram
16529,risk assess,phrase,jobngram
16530,motivational skills,phrase,jobngram
16531,motiv skill,phrase,jobngram
16532,outstanding attention,phrase,jobngram
16533,outstand attent,phrase,jobngram
16534,observation ability,phrase,jobngram
16535,observ abil,phrase,jobngram
16536,valid qualification,phrase,jobngram
16537,valid qualif,phrase,jobngram
16538,occupational health,phrase,jobngram
16539,occup health,phrase,jobngram
16540,minimize safety risks,phrase,jobngram
16541,minim safeti risk,phrase,jobngram
16542,enforce osh policies,phrase,jobngram
16543,enforc osh polici,phrase,jobngram
16544,accident investigation procedures,phrase,jobngram
16545,accid investig procedur,phrase,jobngram
16546,identify safety issues,phrase,jobngram
16547,identifi safeti issu,phrase,jobngram
16548,osh training,phrase,jobngram
16549,osh train,phrase,jobngram
16550,advisory skills,phrase,jobngram
16551,advisori skill,phrase,jobngram
16552,existing policies,phrase,jobngram
16553,exist polici,phrase,jobngram
16554,organize ohs training,phrase,jobngram
16555,organ oh train,phrase,jobngram
16556,not using protective equipment,phrase,jobngram
16557,not use protect equip,phrase,jobngram
16558,stop any unsafe acts,phrase,jobngram
16559,stop ani unsaf act,phrase,jobngram
16560,determine causes,phrase,jobngram
16561,determin caus,phrase,jobngram
16562,provide statistical information,phrase,jobngram
16563,provid statist inform,phrase,jobngram
16564,hazardous materials,phrase,jobngram
16565,hazard materi,phrase,jobngram
16566,reporting statistics,phrase,jobngram
16567,report statist,phrase,jobngram
16568,safety management information systems,phrase,jobngram
16569,safeti manag inform system,phrase,jobngram
16570,safety topics,phrase,jobngram
16571,safeti topic,phrase,jobngram
16572,designated facility areas,phrase,jobngram
16573,design facil area,phrase,jobngram
16574,cleaning ceiling vents,phrase,jobngram
16575,clean ceil vent,phrase,jobngram
16576,restroom cleaning etc,phrase,jobngram
16577,restroom clean etc,phrase,jobngram
16578,occurring deficiencies,phrase,jobngram
16579,occur defici,phrase,jobngram
16580,maintain supply rooms,phrase,jobngram
16581,maintain suppli room,phrase,jobngram
16582,follow all health,phrase,jobngram
16583,cleaning chemicals,phrase,jobngram
16584,clean chemic,phrase,jobngram
16585,material safety,phrase,jobngram
16586,materi safeti,phrase,jobngram
16587,coordinate all installations,phrase,jobngram
16588,coordin all instal,phrase,jobngram
16589,manage the upkeep,phrase,jobngram
16590,manag the upkeep,phrase,jobngram
16591,meet health,phrase,jobngram
16592,review utilities consumption,phrase,jobngram
16593,review util consumpt,phrase,jobngram
16594,minimize costs,phrase,jobngram
16595,minim cost,phrase,jobngram
16596,staff facilities staff,phrase,jobngram
16597,staff facil staff,phrase,jobngram
16598,parking space allocation,phrase,jobngram
16599,park space alloc,phrase,jobngram
16600,building security etc,phrase,jobngram
16601,build secur etc,phrase,jobngram
16602,handle insurance plans,phrase,jobngram
16603,handl insur plan,phrase,jobngram
16604,engineering operations,phrase,jobngram
16605,engin oper,phrase,jobngram
16606,facilities management,phrase,jobngram
16607,facil manag,phrase,jobngram
16608,finance principles,phrase,jobngram
16609,financ principl,phrase,jobngram
16610,relevant professional qualification,phrase,jobngram
16611,relev profession qualif,phrase,jobngram
16612,incoming vehicles,phrase,jobngram
16613,incom vehicl,phrase,jobngram
16614,assigned places,phrase,jobngram
16615,assign place,phrase,jobngram
16616,move stock,phrase,jobngram
16617,performing regular maintenance,phrase,jobngram
16618,perform regular mainten,phrase,jobngram
16619,industrial equipment,phrase,jobngram
16620,industri equip,phrase,jobngram
16621,run optimum day operations,phrase,jobngram
16622,run optimum day oper,phrase,jobngram
16623,minimizing unnecessary costs,phrase,jobngram
16624,minim unnecessari cost,phrase,jobngram
16625,maintaining current quality standards,phrase,jobngram
16626,maintain current qualiti standard,phrase,jobngram
16627,produce optimal results,phrase,jobngram
16628,produc optim result,phrase,jobngram
16629,provide a clear sense,phrase,jobngram
16630,provid a clear sens,phrase,jobngram
16631,develop plant staff,phrase,jobngram
16632,find places,phrase,jobngram
16633,find place,phrase,jobngram
16634,plant safety procedures,phrase,jobngram
16635,plant safeti procedur,phrase,jobngram
16636,develop systems,phrase,jobngram
16637,develop system,phrase,jobngram
16638,processes that track,phrase,jobngram
16639,process that track,phrase,jobngram
16640,optimize productivity,phrase,jobngram
16641,optim product,phrase,jobngram
16642,ensure effective return,phrase,jobngram
16643,ensur effect return,phrase,jobngram
16644,resource allocation,phrase,jobngram
16645,resourc alloc,phrase,jobngram
16646,industry standard equipment,phrase,jobngram
16647,industri standard equip,phrase,jobngram
16648,demand creation,phrase,jobngram
16649,stewardship processes,phrase,jobngram
16650,stewardship process,phrase,jobngram
16651,strong team,phrase,jobngram
16652,people management skills,phrase,jobngram
16653,peopl manag skill,phrase,jobngram
16654,dusting etc,phrase,jobngram
16655,dust etc,phrase,jobngram
16656,shoveling snow,phrase,jobngram
16657,shovel snow,phrase,jobngram
16658,report the need,phrase,jobngram
16659,hardware tools,phrase,jobngram
16660,hardwar tool,phrase,jobngram
16661,electrical equipment,phrase,jobngram
16662,electr equip,phrase,jobngram
16663,hvac systems,phrase,jobngram
16664,hvac system,phrase,jobngram
16665,determine problems,phrase,jobngram
16666,determin problem,phrase,jobngram
16667,train maintenance technicians,phrase,jobngram
16668,train mainten technician,phrase,jobngram
16669,supervise tradesmen,phrase,jobngram
16670,supervis tradesmen,phrase,jobngram
16671,maintain building systems,phrase,jobngram
16672,maintain build system,phrase,jobngram
16673,strong technical knowledge,phrase,jobngram
16674,strong technic knowledg,phrase,jobngram
16675,safety practices,phrase,jobngram
16676,safeti practic,phrase,jobngram
16677,excellent planning,phrase,jobngram
16678,excel plan,phrase,jobngram
16679,professional certifications,phrase,jobngram
16680,mopping etc,phrase,jobngram
16681,mop etc,phrase,jobngram
16682,perform minor fixes,phrase,jobngram
16683,perform minor fix,phrase,jobngram
16684,repairing broken locks,phrase,jobngram
16685,repair broken lock,phrase,jobngram
16686,check control panels,phrase,jobngram
16687,check control panel,phrase,jobngram
16688,do garden,phrase,jobngram
16689,mowing lawn,phrase,jobngram
16690,mow lawn,phrase,jobngram
16691,collecting trash etc,phrase,jobngram
16692,collect trash etc,phrase,jobngram
16693,conduct maintenance tasks,phrase,jobngram
16694,conduct mainten task,phrase,jobngram
16695,replacing light bulbs,phrase,jobngram
16696,replac light bulb,phrase,jobngram
16697,electrical systems,phrase,jobngram
16698,electr system,phrase,jobngram
16699,electrical tools,phrase,jobngram
16700,electr tool,phrase,jobngram
16701,technical manuals,phrase,jobngram
16702,technic manual,phrase,jobngram
16703,develop maintenance procedures,phrase,jobngram
16704,develop mainten procedur,phrase,jobngram
16705,carry out inspections,phrase,jobngram
16706,carri out inspect,phrase,jobngram
16707,identify and resolve issues,phrase,jobngram
16708,identifi and resolv issu,phrase,jobngram
16709,oversee all repair,phrase,jobngram
16710,overse all repair,phrase,jobngram
16711,supervise upkeep staff,phrase,jobngram
16712,supervis upkeep staff,phrase,jobngram
16713,monitor equipment inventory,phrase,jobngram
16714,monitor equip inventori,phrase,jobngram
16715,control the budget,phrase,jobngram
16716,keep maintenance logs,phrase,jobngram
16717,keep mainten log,phrase,jobngram
16718,ensure health,phrase,jobngram
16719,ensur health,phrase,jobngram
16720,maintenance operations,phrase,jobngram
16721,mainten oper,phrase,jobngram
16722,technical aspects,phrase,jobngram
16723,technic aspect,phrase,jobngram
16724,facilities machines,phrase,jobngram
16725,facil machin,phrase,jobngram
16726,maintenance manager,phrase,jobngram
16727,mainten manag,phrase,jobngram
16728,repair mechanical systems,phrase,jobngram
16729,repair mechan system,phrase,jobngram
16730,safety standardsperform maintenance,phrase,jobngram
16731,safeti standardsperform mainten,phrase,jobngram
16732,replace light bulbs,phrase,jobngram
16733,repair circuit breaker,phrase,jobngram
16734,plumbing systems,phrase,jobngram
16735,plumb system,phrase,jobngram
16736,ensure functionalityinspect alarm systems,phrase,jobngram
16737,ensur functionalityinspect alarm system,phrase,jobngram
16738,replace windows,phrase,jobngram
16739,replac window,phrase,jobngram
16740,spraying insecticideconduct,phrase,jobngram
16741,spray insecticideconduct,phrase,jobngram
16742,general maintenance,phrase,jobngram
16743,gener mainten,phrase,jobngram
16744,common appliances,phrase,jobngram
16745,common applianc,phrase,jobngram
16746,reliability professional,phrase,jobngram
16747,reliabl profession,phrase,jobngram
16748,ensure spaces,phrase,jobngram
16749,ensur space,phrase,jobngram
16750,taking out trash,phrase,jobngram
16751,take out trash,phrase,jobngram
16752,tidying furniture,phrase,jobngram
16753,tidi furnitur,phrase,jobngram
16754,maintain outer premises,phrase,jobngram
16755,maintain outer premis,phrase,jobngram
16756,watering plants,phrase,jobngram
16757,water plant,phrase,jobngram
16758,cleaning entrance etc,phrase,jobngram
16759,clean entranc etc,phrase,jobngram
16760,prevent infestation,phrase,jobngram
16761,prevent infest,phrase,jobngram
16762,replacing broken switches,phrase,jobngram
16763,replac broken switch,phrase,jobngram
16764,fixing door handles,phrase,jobngram
16765,fix door handl,phrase,jobngram
16766,oversee repairs,phrase,jobngram
16767,overse repair,phrase,jobngram
16768,closing windows,phrase,jobngram
16769,close window,phrase,jobngram
16770,setting up the alarm,phrase,jobngram
16771,set up the alarm,phrase,jobngram
16772,lifting heavy items,phrase,jobngram
16773,lift heavi item,phrase,jobngram
16774,moving chairs,phrase,jobngram
16775,move chair,phrase,jobngram
16776,industrial cleaning,phrase,jobngram
